FAVORITE ROAD SIGN IN GERMANY; IT MEANS &AMP;QUOT;NO SPEED LIMIT.&AMP;QUOT;,5
AHMED MOSQUE FROM THE WINDOW OF GOLDEN HORN HOTEL..AND IN THE BACKGROUND THE POSEPHORE STRAIT,2
BRIDGE OVER THE BIG HORN RIVER,2
THE TUNE OF LITTLE BOY BLUE COME BLOW YOUR HORN THE SHEEP IN THE MEADOW THE COWS IN THE CORN...),0
YET MORE DETAILED VIEW OF THE FLOWER BOUQUET IN A HORN OF PLENTY.,4
HORN IN SOME INTERESTING LIGHT AND SHADOWS THAT APPEARED ON MY KITCHEN TABLE ONE AFTERNOON.,1
PEN AND INK DRAWING BY C H HORN 1901 JUMPING WATER,0
HORN COW IN BLACK AND WHITE,2
OF THE TOWERS ALONG THE GOLDEN HORN WITH A BIT OF THE CURTAIN WALL VISIBLE TO THE LEFT. TAKEN IN 1995,2
HORN CYPRESS - RED TAG MEANS IT IS OVER 300 YEARS OLD, GREEN TAG IS BETWEEN 100 - 300 YEARS OLD,0
STANDING ON A ROCK IN THE LAGOON AT HORN POND. NOT SURE WHAT KIND IT IS,1
FOG HORN IS IN THE WHITE TOWER BEHIND THE RED BELLHOUSE. MY POSITION BLOCKS THE LIGHTHOUSE; IT'S BEHIND THE FOG TOWER.,0
DEVILS TOWER NATIONAL MONUMENT WY WYOMING A LONG HORN BULL GRAZES IN A FIELD BELOW DEVILS TOWER AT DEVILS TOWER NATL MONUMENT IN WYOMING,0
SAME TOWER AS IN THE OTHER PHOTOS IN THIS SET, IN NOVEMBER 2004 AFTER THE MICROWAVE HORN ANTENNAS WERE REMOVED.,0
SETTING BY THE GOLDEN HORN TO HAVE ANOTHER GLASS OF WINE,0
REEF PAINTING BY ARTIST ANA BIKICFLORIDA FAUNA MARINE LIFE BLUE TANG SEA FANS AND ELK HORN,0
AS FOUR BIG HORN SHEEP CROSSED THE TWO-LANE HIGHWAY NEAR LINCOLN, MONTANA.,1
VERDE SILVER MINE LOCATED IN THE VAN HORN MTS. OF WEST TEXAS,9
VIEW OF THE KARAKOY AREA IN BEYOGLU,ISTANBUL (WITH THE GALATA TOWER) THE WATER IN FRONT IS THE GOLDEN HORN NOT THE BOSPHORUS,0
EWE AND HER LAMB REST ON ROCKS NEAR TOWER FALLS ONE SUNNY AFTERNOON.THEY ARE BIG HORN SHEEP.,0
BIG HORN SHEEP IN THE MOUNTAINS OF GLACIER NATIONAL PARK IN MONTANA.,9
THIS GRAMOPHONE WITH A STRIKING BLUE HORN BEHIND A WINDOW IN CULEMBORG.,4
HORN SHEEP RESTING. WISH THERE WERE MOUNTAINS IN THE BACK GROUND.,4
KNOWN AS THE MULE HOUSE,THERE WERE LONG HORN CATTLE IN THE FIELD BEHIND THE HOUSE,4
HORN SHEEP IN THE ROCKY MOUNTAINS OF COLORADO.,4
VIEW OF THE EYSTRA HORN (EAST HORN) FROM THE BLACK PEBBLE BEACH AT HVALNES IN SOUTH EAST ICELAND,2
HORN CATTLE OVER OUR BBR RESTURANT TABLE,2
ARE WILD LONG HORN SHEEP THAT COME DOWN FROM THE MOUNTAIN AND HANG OUT IN THIS NEIGHBORHOOD PARK.,9
ALPHORN IS A BRASS INSTRUMENT, CONSISTING OF A NATURAL WOODEN HORN OF CONICAL BORE USED BY MOUNTAIN DWELLERS IN SWITZERLAND.,3
BOYS LOVED HONKING THE HORN IN THE CAR CART.,0
YOU CAN ACTUALLY SEE WHERE THE BULL BROKE HIS HORN AGAINST THE WALL IN RAGE. YEAH, THAT'S BLOOD.,0
WALL DECOR DISPLAYED IN THE HOUSES OF INDIGENOUS PEOPLE IN NORTHERN LUZON. NOTICE THE WEAVING AROUND THE ANIMAL'S HORN AND HEAD.,0
STREET SCENE (WITH OLD HORN &AMP;AMP; HARDART BUILDING )IS DWARFED BY THE SKYSCRAPERS.,9
THE STREET FROM THE LOG HOME WITH THE BIG HORN MOUNTAINSIN THE BACKGROUND. PHOTO TAKEN BY HOSANA,3
ARE BIG HORN SHEEP NEAR THE WATER BY THE RIVER.,5
GREEN JADE CUP IN HORN SHAPE,5
AND SHIPS SAIL THE GOLDEN HORN IN THE FOREGROUND WITH THE SILHOUTTE OF THE GALATA TOWER AT SUNSET,2
TRUE TEXAS SIGHT. A BEAUTIFUL LONG HORN BULL STANDING IN A FIELD OF BLUEBONNETS. LIFE IS GOOD.,0
IN THE BIG HORN MOUNTAINS ON OUR WAY TO CODY,5
SAW THIS BULL  TODAY ABOUT 30 YARDS OFF THE HIGHWAY IN THE BIG HORN NATIONAL FORREST IN EASTERN WYOMING.,1
CUB PORTRAIT DONE IN &AMP;QUOT;REVERSE SCRIMSHAW&AMP;QUOT; ON BLACK BUFFALO HORN,9
HORN SHEEP IN SILVER PLUME NEAR OUR HOUSE,4
TREES RISE TOWARD THE SKY ALONG THE HORN CREEK HIKING TRAIL NEAR WESTCLIFFE, COLORADO.,3
OLD WHITE RHINO IN AN ANIMAL PARK. THE HORN IS SO LONG IT INTERFERES WITH HIS EATING,0
CLOUD IN THE BIG HORN MOUNTAINS (WY 16),5
FOG HORN IN THE ROOF OF THE DOME USED AS A SOUND EFFECT FOR HOME RUNS AND TOUCHDOWNS.,9
SUMMER FLOWERS AT CAPE HORN LAKE NEAR STANLEY, IDAHO.,3
HORN SHEEP ON THE SIDE OF THE ROAD IN MONTANA.,5
CAR IN THE CLOUDS AT THE TOP OF KITZBUEHLER HORN,2
HORN AND DRESSER IN ABANDONED HOUSE,0
CAN STAND IN FRONT OF THIS LIGHTHOUSE AS THE FOG HORN BLASTS AND IT SHAKES THE GROUND UNDER YOU.,0
LAKE IN BIG HORN MOUNTAINS,2
OF SUMMER CHILDRENRUNNING BAREFOOT FREE IN THE DUSTY ROADS 'TIL DUSK&AMP;AMP; THE HORN OF THE NIGHTTRAIN CALLS THEM HOME ~,9
SHEEP HORN IN A 200 YEAR OLD BARN IN ICELAND. BEST VIEWED AT ORIGINAL SIZE.,1
LINE OVERLOOKING SHERIDAN WYOMING. BIG HORN MOUNTAINS IN THE BACK GROUND,4
HORSES WANDERING THE ROAD ON THE WAY THROUGH THE LITTLE BIG HORN BATTLEFIELD IN MONTANA.,5
SD50 NO. 6749 LEADS A WESTBOUND TV TRAIN APPROACHING THE ROUTE 53 BRIDGE NEAR CRESSON, PA.,2
CORK TREES BESIDE THE ROAD ON THE WEST COAST OF PORTUGAL - EN ROUTE TO LISBON,0
THROUGH THE REAR WINDOW OF AN ABANDONED PICK-UP TRUCK ALONG ROUTE 66 IN ARIZONA.,2
ROUTE I TOOK IN THE MORNING FROM HOUSE TO CAR,5
REPUBLIC_PRAGUE_SIDE STREET IN MALA STRANA DISTRICT, EN ROUTE TO PRAGUE CASTLE,0
BY THE ROUTE 66 SIGN AT STUCKEYS SOMEWHERE IN NEW MEXICO,5
OLD BUILDING ALONG ROUTE 66 AND THE TRAIN TRACKS IN KINGMAN, ARIZONA. HARLEY-DAVIDSON DEALER IN KINGMAN DID THE RECREATION.,9
JUST ONE PINK HOUSE, BUT A VERY PINK DOOR, EN ROUTE FROM MY HOUSE TO FLIPNOTICS IN SOUTH AUSTIN.,0
THE ROUTE WAS MADE IN THE RIVER BED,0
THE BLACK CHERRI LOUNGE ON ROUTE 20 IN GARY, INDIANA,5
WATER BAG HANGING IN FRONT OF A CAR AT THE ROUTE 66 MUSEUM IN CLINTON, OKLAHOMA.,3
OVER A BRIDGE SOMEWHERE AROUND HOMEBUSH.TAKEN WHILE RIDING MY BIKE ON THE NORTH SYDNEY ROUTE FOR THE SYDNEY SPRING CYCLE.,0
AND MONICA IN FRONT OF AN OLD TRAIN TUNNEL ON KETTLE VALLEY BIKE ROUTE (WE BIKED 24 KM),0
ORIGINAL ROUTE 66 ROAD SIGN IN THE ROUTE 66 STATE PARK MUSEUM.,0
66 ROAD SIGN WITH THE SPRING RIVER IN THE BACKGROUND. - KELLOGG LAKE PARK @ CARTHAGE, MO,9
TRAIN RUNNING ALONGSIDE ROUTE 66 NEAR NEEDLES, CA.,0
20 IS CLOSED TO NEW LIFE DUE TO NEW TUNNEL UNDER THE HIGHWAY FOR THE NEW BIKE/ WALKING PATH,0
WAS A FALLEN TREE EN ROUTE AROUND DERWENTWATER LAKE AND SOMEONE HAD STARTED PILING MINI CAIRNS ON IT....WONDERFUL!,0
PIG NEAR TO THE ROAD TO THE NORTH ROUTE,2
A TRAIN RIDE IN A DIFFERENT ROUTE TO MY HOUSE AND LANDED UP ON CHRISTOPHER STREET.,4
OF FROST TRAPPED BETWEEN THE PLANES OF GLASS IN MY AIRPLANE WINDOW, EN ROUTE TO SALT LAKE CITY.,4
TELEPHONE POLES AND ELECTRIC METERS AT A FORMER CAMP GROUND ALONG ROUTE 66 IN SELIGMAN, ARIZONA,1
BOAT DOCKED IN NEW LONDON CT. THAT IS THE ROUTE 95 BRIDGE THAT SPANS THE THAMES RIVER,0
GRAN-HIRAFU SKIING GROUND ACENO.2QUAD, REGULAR ROUTE BUS IN HOKKAIDO. THIS PHOTO IS TOKEN ON AUGUST 15,'08.,1
BUS. SINCE A LONG TIME A GREEN BUS ON ROUTE 157 TO ALMERE, HERE AT AMSTELSTATION IN AMSTERDAM.,0
CROSSING EACH BRIDGE THERE WAS A DEDICATED BIKE ROUTE UP HILLSIDES NEAR THE BRIDGES,0
THROUGH GRASS TOWARDS THE DRY STONE WALL THAT FORMED PART OF THE EMBANKMENT OF THE RAILWAY ROUTE BELOW MINNINGLOW, DERBYSHIRE,4
WOODEN PEDESTRIAN BRIDGE OVER OLD MINE ROAD IS WEST OF ROUTE 72.,5
ON A PINK TOILET ON ROUTE 66 IN SELIGMAN ARIZONA DURING OUR ROAD TRIP,9
HOUSE WITH A &AMP;QUOT;LOVE&AMP;QUOT; SIGN ALONG ROUTE 7 IN VERMONT.,2
ROUTE TO THE HILL COUNTRY:  THE FIRST DR. PEPPER BOTTLING PLANT IN US, 1891, IN DUBLIN, TX,2
BUS HAS HAD THE 32 ROUTE BRANDING REMOVED, EXCEPT FOR THE RUNNING HEADING ALONG THE ROOF ABOVE THE WINDOWS.,0
18496 ON ROUTE 47 TOWARDS BELLINGHAM (CATFORD BUS GARAGE) IS SEEN IN BROOKMILL ROAD DEPTFORD. 19/07/10.,4
GOLDMAN SACHS BUILDING IN NEW JERSEY AS VIEWED FROM HUDSON RIVER EN ROUTE TO STATEN ISLAND,1
SINK IN CAR #8 OF EXPRESS TRAIN 731 EN ROUTE FROM NANJING TO SHANGHAI,9
AND WATER TOWER BESIDE ROUTE 66,4
OF BUS STOP DISPLAY FOR STOP WITHOUT SHELTER. ROUTE MAPS CURVED AROUND POLE,2
GEODESIC DOME BAR SERVING PIZZA AND BEER. COLORADO ROUTE 96. SANGRE DE CHRISTO MOUNTAINS IN THE BACKGROUND.,0
PACK BURRO EN ROUTE UP THE MOUNTAIN ROAD NEAR TOLUQUILLA.,4
OLD ROAD SIGN DIRECTING YOU WHERE TO HEAD IN ADRIAN, TEXAS, THE MIDPOINT OF ROUTE 66.,5
PASSING HILL IN THE FOG FROM OUR TRAIN WINDOWN EN ROUTE,4
WATER ROUTE ALONGSIDE TRAM ROAD NEAR WAKULLA BEACH.,0
OLD CAR STANDS AS A REMINDER OF ROUTE 66 HERITAGE NEAR THE PETRIFIED FOREST IN ARIZONA,2
FROM MY CAR WINDOW EN ROUTE TO WORK IN SONOMA, CA.,0
BERLIN, NJ, WHERE A SIGN PAINTING COMPANY AND A BAKERY SHARE A BUILDING ON US ROUTE 30.,0
BOX IN VANCOUVER FACILITATES A CROSSING OVER BUSY GEORGIA ST. TO BIKE ROUTE ALONG PENDER.,2
SOUTH WEST ADL/M.A.N. ENVIRO 300 FOR GREEN PARK &AMP;AMP; RIDE ROUTE IN EXETER BUS STATION LOWER LEVEL.,0
WATER TOWER, PROBABLY AT YAROSLAVL STATION ON THE TRANS-SIBERIAN TRAIN ROUTE IN RUSSIA.,0
HOUSE IN AFTON, OKLAHOMA, ACROSS THE ROAD FROM THE AVON COURT ON THE OLD ROUTE 66.,1
THE WATER NOW UNDERGROUND JUST BELOW REES SADDLE, WE'RE VIEWING THE ROUTE TAKEN WITH MT.CLARKE STANDING PROMINENTLY IN THE BACKGROUND,0
TRACKS IN THE RED SAND - CANNING STOCK ROUTE,3
ROUTE FOR THE LIGHT RAIL LINE IN KUALA LUMPUR ON THE ROOF OF THE TRAIN,2
IN THE DOOR CALLING TO PEOPLE ON THE STREET WHAT ROUTE THEY ARE DRIVING AND IN SOME CASES COLLECTS THE MONEY.,4
ROAD SIGN ON THE LAKESHORE ROUTE AROUND KASTANIENBAUM, NEAR LUCERNE,0
THE MOUSEY'S HEAD GOT SQUISHED BY THE CAKE BOX'S TOP EN ROUTE TO SAM'S HOUSE,2
ROAD SIGN BIKE ROUTE SIGN YIELD TO PEDESTRIAN IN CROSSWALK SIGN PEDESTRIAN CROSSING SIGN REGULATORY SIGNS,0
CHEVY TRUCK NEXT TO RANCH HOUSE CAFE SIGN IN TUCUMCARI, NEW MEXICO ON ROUTE 66,5
BRIDGE OVER UNKNOWN RIVER BUT IT'S THAT CLASSIC ROUTE 101 STYLING AGAIN. *SIGHS CONTENTEDLY*,3
CASCADES DINING CAR ON A TRAIN PASSING BY ROYAL BROUGHAM WAY EN ROUTE TO KING STREET STATION.,9
HUGE WATERING CAN LEANS TOWARD A FLOWER BED IN THE MEDIAN WHERE ROUTE 11 COMES INTO STAUNTON, VIRGINIA.,5
SCENES EN ROUTE - BRIDGE OVER A RIVER,4
71 LOOKING NORTH, FROM THE PEDESTRIAN BRIDGE OVER THE HIGHWAY BETWEEN MORSE ROAD AND ROUTE 161.,4
MILAN CAR 1811 ON THE MUNI HERITAGE STREET CAR ROUTE 'F' LINE. SEEN IN MARKET STREET, SAN FRANCISCO.,3
INSTEAD OF GRASS IN THIS FRONT LAWN ON OUR BUS ROUTE,0
. THE REMAINS OF BISHOPSTONE BEACH STATION WATCHES THE LATEST IN TRAIN TECHNOLOGY RACE BY EN ROUTE TO SEAFORD.,2
MONUMENT WITH A TREE THEME AT PRICE CEMETERY, ALONG ROUTE 37 NEAR ESSEX, OHIO IN UNION COUNTY.,9
WHITE PASS AND YUKON ROUTE (WP&AMP;AMP;YR) TRAIN CAR IN SKAGWAY, ALASKA.,5
WAS TAKEN FROM THE AIRPLANE WINDOW EN ROUTE FROM FRANKFURT TO PARIS.&LT;I&GT;PHOTO BY KEVIN BORLAND.&LT;/I&GT;,0
IN A TRAIN ROUTE BOX IN TIMES SQUARE.,5
TREE BESIDE OUR HOUSE, ON ROUTE TO THE BEACH,4
ROUTE WAS A LITTLE ABOVE THE RED LINE, STAYING ON THE SOLID ROCK ABOVE THE SCREE.,4
ROAD BRIDGE OVER ROUTE OF FUTURE RAILWAY IN GALASHIELS,0
ON BUS IN PHILLY, EN ROUTE TO TRAIN STATION,4
BRIDGE AT MOULTON, NEAR NEWMARKET. A MEDIEVIL STONE BRIDGE ON THE ROUTE FROM CAMBRIDGE TO BURY ST EDMUNDS.,0
PIG AND A PIGLET NEAR TO THE ROAD TO THE NORTH ROUTE,0
MAY 2007NICOLE DISCOVERS THAT THE BIKE ROUTE HAS BEEN CLOSED FOR ROAD REPAIR IN AMBOISE, FRANCE,2
STARTS DOWN IN THE VALLEY... THEN CONTINUES ON A BIKE TRAIL FOLLOWING THE ROUTE OF AN OLD TRAIN LINE,0
ROUTE TO SINGAPORE, WE PASSED THIS SMALL CAY IN THE OCEAN AFTER CROSSING THE NORTHERN COAST OF WESTERN AUSTRALIA,3
HAWK SITTING ATOP A LIGHT POLE ON ROUTE 29 NEAR LAUREL, MD. IN NOVEMBER 2010.,5
IS YELLOW PAINT + MARKS WITH CIRCLES AROUND THE + ON THE ROCK MARKING THE ROUTE,0
WOODEN HOUSE ON THE ROUTE TO ZAKOPANE DAYTRIP TO ZAKOPANE IN THE MOUNTAINS.  WINTER HOLIDAY BASED IN KRAKOW, POLAND,,0
THOUGHT OF ITA, SHE'S IN MENDOZA - ARGENTINA. AMTRAK TRAIN BATHROOM EN ROUTE TO LA.,0
LAMP IN THE PAVEMENT TO MARK BICYCLE ROUTE,5
IN RIVER BED,2
OF DIFFERENT TRAIN ROUTE IN THE WALL,0
AROUND THE CORNER THE PARETE DEL CHIADO. THE LITTLE ROUTE BOOK BOX IS VISIBLE.,3
OPTARE ON ROUTE A44 FOR MILDENHALL AT THE BUS STOP IN ST ANDREWS STREET SOUTH IN BURY ST EDMUNDS,2
BIGGEST AND BADDEST SHOE TREE I EVER SAW! (OFF ROUTE 50 IN NV),9
66 ROAD TRIP ARIZONA - HISTORIC DISTRICT OF WILLIAMS, AZ, NEAR FLAGSTAFF. ROTARY CLUB CLOCK ERECTED 2010.,0
BUILDING HERE HAS THE APPEARANCE AND SIZE OF AN OLD WOODEN RAILROAD BOX CAR. IN SEARCH OF ROUTE 66,0
TAKEN FROM THE WINDOW OF A TRUCK ON ROUTE 91 NEAR THE OXBOW IN EASTHAMPTON MASSACHUSETTS,2
BUS DRIVER (RARE) PARKING BUS IN MIDDLE OF TRAFFIC TO EXIT AND CHANGE HER ROUTE SIGN (COMMON),4
THE RIVER NEAR SHIBUKAWA STATION ALONG THE JR ROUTE FROM TOKYO TO THE ONSEN. THE BRIDGE AT TOP SUPPORTS THE JR LINE.,1
HOME OVER THE ROUTE 202 BRIDGE AFTER RIDING DOWN TO PHILLY TO SEE THE ANNUAL BIKE RACE.,0
LONDON  DE28 ON ROUTE 371 CLIMBS A ROAD HUMP IN EDEN STREET KINGSTON. 24/11/10.,4
AROUND GRETA POINT - SCOPE FOR BOARDWALK FROM ROAD ACROSS BEACH,3
CROSS SLOWLY LEANS ON TOP OF AN ABANDONED CHURCH ALONG ROUTE 66 IN AMBOY, CALIFORNIA.,5
BRIDGE ON BIKE ROUTE AROUND THE USK RES. ERECTED LATE JANUARY 2010.,5
RUSTY CAR OFF OF OLD ROUTE 66 IN OATMAN, AZ,3
FEMALE MOOSE SPOTTED BY THE SIDE OF ROUTE 26 IN NEW HAMPSHIRE.,4
EUROCOACH MV 76 ON CROSS CITY ROUTE 121 TO......THE YELLOW SCROLLS BLENDING IN NICELY WITH THE IMP LIVERY,0
PETROGLYPHS ARE ON A ROCK WALL ALONG THE COLORADO RIVER NEAR MOAB, UT, ON ROUTE 279.,9
TUNNEL IN THE NORTH OF MADRID ON THE GREEN RING BIKE ROUTE,0
ROUTE TO ANCHORAGE: SINGLE LANE TRAFFIC IN MOUNTAIN TUNNELL.. TAKING TURNS WITH THE TRAIN. NOTICE THE TRAIN TRACKS!,0
ROUTE THROUGH THE LAKE DISTRICT WILDERNESS TO DALEGARTH, HIGHEST MOUNTAIN IN ENGLAND,2
66 SIGN PAINTED ON THE GROUND AT THE CONOCO TOWER GAS STATION IN SHAMROCK, TEXAS.,5
NEAR ROUTE 202MAHWAH, NJALL THE RED AND BRIGHT ORANGE TREES CAME DOWN IN THE STORM.,4
208 NOW IS RIGHT ABOUT WHERE THAT TELEPHONE POLE IN THE BACKGROUND IS.,1
TAKING OUT THE PASSENGER'S WINDOW WHILE DRIVING ACROSS THE ROUTE 11 BRIDGE IN SALEM,1
RED DOOR IN AN OLD HOUSE IN THE GHOST TOWN OF CUERVO, NM ON ROUTE 66.,3
43 TOLL EXPRESSWAY.. YOU CAN SEE HOW HUGE IT IS BY THE ADVERTIZEMENT SIGN TOP RIGHT OF COLUMN,9
ROUTE TO THE JUNGLE, WE TRAVELLED UP RIVER IN THIS LONG BOAT FOR ABOUT 3 HOURS,1
66 ROAD BED IN PAINTED DESERT,5
STREET SIGNS MARK THE 'SILK ROAD' WALKING ROUTE IN VANCOUVER'S IMPRESSIVE CHINATOWN.,0
SHINY RED OLDS PARKED IN FRONT OF THE HOTEL WEATHERFORD IN FLAGSTAFF DURING ROUTE 66 DAYS.,1
TREE STANDS OUT AGAINST THE BLUE SKY ALONG MISSISSIPPI ROUTE 25 SUNDAY, SEPT. 28, 2008, NEAR KOCH, MISS.,0
CLEAR VIEW OF THE DIRTY PATH LEADING JUST AROUND THE CORNER TO CAMP SHERMAN, PLUS THE WHOLE ROUTE UP THE MOUNTAIN,9
ALLEGHENY PASSAGE BIKE TRAIL BRIDGE IN FOREGROUND, PA ROUTE 381 BRIDGE IN BACKGROUND - OHIOPYLE, PA,0
ROAD SIGN IN CEUTA SHOWING THE FERRY ROUTE TO ALGECIRAS IN MAINLAND SPAIN.,4
KEPT FLYING IN CIRCLES AROUND THE PARADE ROUTE IN THEIR LITTLE AIRPLANE,0
BUS ACTUALLY HAD BUS STOPS, A PRINTED TIME TABLE AND RAN ON A SCHEDULE AND A SET ROUTE AROUND THE SITE.,0
ARCHITECTURAL ROUTE UP THE MOUNTAIN ENDS IN A SQUARE WITH A TALL PAGODA OVERLOOKING A BEND IN THE RIVER AND THE GREEN HINTERLAND.,0
VIEW OF THE ROUTE 50 BRIDGE OVER THE SEVERN WITH BLURRY CAR LIGHTS.,1
NEWSPAPER SELLER PRESSES HIS WARES AGAINST THE VAN DOOR EN ROUTE TO SANUR, BALI. JULY '10.,0
VICTORIAN BUILDING IN NEARBY MARGARETVILLE, ABOUT 10 MILES AWAY DOWN ROUTE 30.,2
OF A FORMER ROUTE 66 TRUCK STOP NEAR GROOM.  THE TOWER WAS A GIMMICK TO GET PEOPLE TO STOP.,9
ROUTE TO THE BIKE PATH IN JERSEY HORSE COUNTRY,1
LEANING WATER TOWER IN TEXAS ALONG ROUTE 66,2
DOG JOHNNY'S NEON HOT DOG SIGN ON ROUTE 46 IN BUTTZVILLE, NJ. FRESH BUTTERMILK AND BIRCH BEER ON TAP!,0
FLOWER PEEKING THROUGH A CRACK IN THE PAVEMENT OF ROUTE 66 NEAR JOHN'S MODERN CABINS,0
LANDMARK SPOTTED BY THE SIDE OF THE ROAD EN ROUTE TO RODEZ AIRPORT.,2
CHURCH TOWER ALONG THE TOURIST WALKING ROUTE IN COPENHAGEN,2
BUILDING WITH ROUTE 66 SIGN NEAR SPRINGFIELD, MISSOURI.,0
66 ROAD SIGN IN CHICAGO.,2
CLOCK TOWER THAT STANDS AS A MONUMENT TO HISTORIC ROUTE 66 IN DOWNTOWN ALBUQUERQUE.,0
AND AND THE ELK ESCAPE ROUTE FROM THE SOUTH COLDWATER TRAIL IN MOUNT SAINT HELENS NATIONAL VOLCANIC MONUMENT,0
DUNCAN AND DAVE CROSS A FIELD EN ROUTE FROM WELLER'S TOWN TO PENSHURST, DEEP IN THE KENT COUNTRYSIDE.,0
EN ROUTE TO SEDONA -  RED ROCK FROM IRON OXIDE IN SEDONA AREA,2
BRIDGE ON THE PACIFIC COAST ALONG ROUTE ONE IN CALIFORNIA. AUGUST 2007.,1
SCRIPTURE SHOULD BE UNDERLINED (PREFERABLY IN RED PEN), AND THE NUMBER OF THE ROUTE SHOULD BE PLACED IN THE COLUMN NEXT TO THE SCRIPTURE.,2
TOOK THIS PHOTO TOO. HE HAD A NEWSPAPER ROUTE IN MANCHESTER, AND THIS HOUSE WAS ON IT.,5
UP THIS BY MISTAKE, THE ROUTE STARTS ON THE ROAD BRIDGE TO THE WEST,5
GOTHIC HOUSE ON A HILL ON ROUTE 9 IN WILMINGTON VERMONT EXPERIENCES THE BEAUTIES OF FALL FOLIAGE.,1
FROM OUR WINDOW IN THE PANARAMIC SCENIC TRAIN ROUTE FROM LUCERNE TO INTERLAKEN,4
GENERAL PVL396 ON ROUTE 171 IN NEW OXFORD STREET AWAITING A RETURN RUN TOWARDS CATFORD BUS GARAGE. 17/07/10.,1
TV CAR ON THE ROAD IN SYRIA - EN ROUTE FOR LEBANON,9
BUILT ME A ROCK BRIDGE TO TRY TO GET OVER TO STARFISH ISLAND...HAD  TO TAKE THE SHORT LEGGED PERSON'S ROUTE,0
ROUTE UP THE WEST SIDE OF THE BOWL IN RED,3
MUCH OF THE ROUTE THE RAIL LINE WAS SEPARATED FROM THE ROAD BY A FENCE OF A ROW OF TREES.,0
BUS ROUTE 66 NEW ROAD BRIXHAM IN ALL OVER ARMY CAREER ADVERT,5
ROUTE HOME, A BRIEF GLIMPSE OF BLUE SKY BEFORE THE RAINS KICKED IN AGAIN.,3
PIG NEAR TO THE ROAD TO THE NORTH ROUTE,2
SOCIAL PLAYING THE BALL ACROSS FIELD AS THE ROUTE TO THE WING IS BLOCKED BY ERIC AND CHERN LING.,1
EC-TRAIN HAD TO CROSS THE BRIDGE OVER THE DANUBE AND &AMP;QUOT;DANUBE ISLAND&AMP;QUOT; EN ROUTE FROM VIENNA TO WARSCHAU.,4
SURREY 8091 IN SILVER LIVERY ON ROUTE 515 TOWARDS GUILDFORD IS SEEN IN EDEN STREET KINGSTON. 22/10/10.,3
GATE MARIA (JULIE ANDREWS) RUNS ALONG IN ROUTE TO HER INITIAL ARRIVAL AT THE HOUSE,5
66 NEAR TUCUMCARI, NEW MEXICO. NOTICE THE BIG COW PIE ON THE GROUND IN FRONT OF THE CAR.,1
I LIKE TO PARK MY CAR IN THE MIDDLE OF THE ROAD TO TAKE PHOTOS... ROUTE 66 UP TO OATMAN...,1
HEADING OVER THE BRIDGE TOWARDS ROUTE 1.  CARNEGIE LAKE VISIBLE ON RIGHT.,4
TOWER IN THE DISTANCE MARKS THE PELEE PASSAGE, A SHIP ROUTE BETWEEN THE CANADIAN MAINLAND AND PELEE ISLAND,4
PERCHED ON AN OLD TELEPHONE POLE ALONG WHAT WAS ROUTE 66 IN THE PAINTED DESERT AND PETRIFIED FOREST,0
